	F1rp	F1rp_permuted	F1rp_scalefree	F1rp_sticky	F1rprr	F1rprr_permuted	F1rprr_scalefree	F1rprr_sticky	F1rr	F1rr_permuted	F1rr_scalefree	F1rr_sticky	goldstandard	knownmodules_name	precision	recall	recovery	regnet_name	relevance	runningtime	settingid
0	0.00817341721499147	1.0519346898620054	1.442018959822835	2.3920143811723236	0.01484629260688345	1.044397126264811	1.2525353546636966	1.4208400608682308	0.08086741849104497	1.036966813923695	1.1070652097279576	1.0105498562868551	ecoli_regulondb#mcl2	mcl2	0.007407347957975252	0.009116218132571977	0.07897312176914156	ecoli_regulondb	0.08285482405492707	0.00154876708984375	0
1	0.005715373225310678	0.6320330536063915	0.35969588218424015	0.4735937290436452	0.01058213575641616	0.7531511755333875	0.5191434627069413	0.5890736776429466	0.07127043741237511	0.9316941192830817	0.9325111087042984	0.7790306179511435	ecoli_regulondb#minimal	minimal	0.0039053672169948425	0.01065240261896905	0.07336618912768508	ecoli_regulondb	0.06929109339088163	0.00154876708984375	0
2	0.006603259537357963	0.8505892291069614	1.1377842482067035	1.2314873925172531	0.012105698469676218	0.8832984083247222	1.1224738205542382	1.0914927713678853	0.07261589082753919	0.9186238401463813	1.107569966966867	0.9800781735151539	ecoli_regulondb#ap3	ap3	0.007133521458302812	0.0061463759181969325	0.07465018811540705	ecoli_regulondb	0.07068952581394203	0.00154876708984375	0
3	0.0057654395850966185	0.7675475356540047	0.5233235498119337	0.95567715779037	0.01062557033515543	0.8536320300202328	0.6935270093623583	0.9496643987761415	0.06766871309940892	0.9614654373026631	1.0278061952271895	0.9437268267225569	ecoli_regulondb#tc1	tc1	0.0046580058517280455	0.007563696900085223	0.06565048032906669	ecoli_regulondb	0.0698149710039105	0.00154876708984375	0
4	0.0057673188054800685	0.9364267937877739	0.736180902418568	1.4577404890018737	0.010646728123750575	0.9791340837613434	0.8628836250964366	1.185931639191167	0.06915465620027564	1.0259229957854605	1.0422661006107883	0.9995555078088822	ecoli_regulondb#mcl3	mcl3	0.00492860251110209	0.006950027565750445	0.0675567449503341	ecoli_regulondb	0.07082998908487759	0.00154876708984375	0
5	0.0057654395850966185	0.7717060562407457	0.4555989030051673	0.7971772991011081	0.01062557033515543	0.8604797662217745	0.6324568028597853	0.839065210257725	0.06766871309940892	0.9723326922538725	1.0337432323347284	0.8855992799042414	ecoli_regulondb#tc3	tc3	0.0046580058517280455	0.007563696900085223	0.06565048032906669	ecoli_regulondb	0.0698149710039105	0.00154876708984375	0
6	0.010636322845100752	0.45264369463017046	3.056920581763626	1.1721935385243323	0.019434770192584622	0.591771109520227	1.9019429061699045	1.0431738832252597	0.11247469725599561	0.8543781573660924	1.3803962156621545	0.9397396916034804	ecoli_regulondb#ap2	ap2	0.009185542242594085	0.012631338539662775	0.12235764321677634	ecoli_regulondb	0.10406894708617687	0.00154876708984375	0
7	0.0057673188054800685	0.9419881164561686	0.8371840648188817	1.4237805261854342	0.010646728123750575	0.9853759929720293	0.9171094393582417	1.16312130563788	0.06915465620027564	1.0329537366721688	1.013906368036912	0.9831336904573161	ecoli_regulondb#mcl1	mcl1	0.00492860251110209	0.006950027565750445	0.0675567449503341	ecoli_regulondb	0.07082998908487759	0.00154876708984375	0
8	0.005147808074799975	0.318632520923319	0.15664675186688154	0.40634364015526536	0.009588871647482703	0.47758003435069424	0.2676738599476088	0.5633023813573041	0.0698437281751122	0.9529543986255086	0.9191268769439502	0.9178356071663616	ecoli_regulondb#tc2	tc2	0.003151848361885947	0.014036914768816732	0.06958546180490785	ecoli_regulondb	0.07010391879791497	0.00154876708984375	0
9	0.0066024483418105845	0.8809624234694515	1.1899172414929091	1.2575049423267743	0.012107384121892795	0.9098429519951668	1.1530360281341772	1.089104105811409	0.07283595742482168	0.9406812381797978	1.118372332890883	0.9604798690684391	ecoli_regulondb#ap1	ap1	0.0071287594149362235	0.006148508475750029	0.07401546526400969	ecoli_regulondb	0.07169345308959921	0.00154876708984375	0
10	0.010411504466853265	0.8924203982305748	1.9318228489172258	4.280159111642025	0.018637967967671646	0.9145258344938257	1.3987583667994468	1.8801251950636746	0.08880807717789198	0.937754198280428	1.0962583721677375	1.2046410860710315	ecoli_regulondb#strict	strict	0.010538585081049828	0.010287452164806364	0.08946415495039783	ecoli_regulondb	0.08816155193383776	0.00154876708984375	0
11	0.008043066980476585	1.1027240672698648	1.4434363611658145	2.6219326793127693	0.014667801250725653	1.1007813986926709	1.3035067941093827	1.5353300353711254	0.08317802097152514	1.0988455628752196	1.1883097078870999	1.0854775921986881	ecoli_regulondb#mcl2	mcl2	0.006120948382106021	0.0117249806153181	0.08115653990976558	ecoli_regulondb	0.08530277827374094	0.0017955303192138672	5
12	0.0050380662600560495	0.5820514528720407	0.29215455691278397	0.4157994977739863	0.009444968481324336	0.7460182429448454	0.4568464198870445	0.5595258282259539	0.07539145786005998	1.038595865411133	1.047128059631824	0.8551029146235735	ecoli_regulondb#minimal	minimal	0.003084985342118771	0.013731159833689235	0.075240887586089	ecoli_regulondb	0.07554263197772786	0.0017955303192138672	5
13	0.00781982936992705	1.1255819254758044	1.3361872157158214	1.6797624110965728	0.014237576473369278	1.0950412124332471	1.2839779785556862	1.3816115024349076	0.07940719408866477	1.066114056849167	1.2356952919700601	1.1733472065461845	ecoli_regulondb#ap3	ap3	0.0066115680387392375	0.009568461819564777	0.07785900899753907	ecoli_regulondb	0.0810181979767497	0.0017955303192138672	5
14	0.006472493980491004	0.8774095119485505	0.5421920525417274	1.0701786319801316	0.011936392967711148	0.9769907573333535	0.7404840383069501	1.0692332957785795	0.07659985638213226	1.1020697246669786	1.167445427874694	1.0682896282177459	ecoli_regulondb#tc1	tc1	0.0044897031411471056	0.011591780268645142	0.07377011900188189	ecoli_regulondb	0.07965534427170169	0.0017955303192138672	5
15	0.005967052134283083	1.0517972364703976	0.9263764138214121	1.7006594663176762	0.011021612234590321	1.0754976257540783	1.0367278386866505	1.306362485436746	0.07207354405177586	1.1002907300941955	1.1769250088037964	1.0604887420314326	ecoli_regulondb#mcl3	mcl3	0.004278629026134214	0.009856669033501981	0.06903482881862268	ecoli_regulondb	0.07539208758894696	0.0017955303192138672	5
16	0.006472493980491004	0.881995469034978	0.525324134596377	1.0377460657529944	0.011936392967711148	0.9820540316456006	0.7217223828640487	1.052075427502248	0.07659985638213226	1.1077200719681664	1.1526553608432248	1.0668060541660525	ecoli_regulondb#tc3	tc3	0.0044897031411471056	0.011591780268645142	0.07377011900188189	ecoli_regulondb	0.07965534427170169	0.0017955303192138672	5
17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ecoli_regulondb#ap2	ap2	0.0	0.0	0.0	ecoli_regulondb	0.0	0.0017955303192138672	5
18	0.005967052134283083	1.0626207833165828	0.7828611085190332	1.6817749849372519	0.011021612234590321	1.0851215156840504	0.9239170420519295	1.2834357169626005	0.07207354405177586	1.1085957567471931	1.1269755182887442	1.037659388440392	ecoli_regulondb#mcl1	mcl1	0.004278629026134214	0.009856669033501981	0.06903482881862268	ecoli_regulondb	0.07539208758894696	0.0017955303192138672	5
19	0.004282565013491682	0.3064844280303145	0.13404030191074312	0.3436506594409258	0.008079504421686397	0.4700449357358991	0.23618112750415687	0.5081434306903096	0.0712503677426698	1.00795901029197	0.9924234906351375	0.9746923610787642	ecoli_regulondb#tc2	tc2	0.00247938326622263	0.015702597130206573	0.07018805429865548	ecoli_regulondb	0.0723453321164067	0.0017955303192138672	5
20	0.008512628988898867	1.0492782645265284	1.29414552916757	1.6016972700207714	0.015416649446091354	1.0389292553948115	1.2731258587496712	1.3144732161502573	0.08158368826210076	1.0287823965713605	1.2527780834588886	1.1145981228514434	ecoli_regulondb#ap1	ap1	0.007534663338536954	0.0097823319920482	0.08024545671041058	ecoli_regulondb	0.0829673114412962	0.0017955303192138672	5
21	0.010692872067277974	0.9676296738343011	1.8839244671702813	5.387072915853006	0.019319960836183068	1.0205052149273837	1.4843711794830619	2.2465210756654477	0.10000364981595326	1.0794934867440935	1.2246421833722043	1.419172769420663	ecoli_regulondb#strict	strict	0.008748029247800755	0.013749668419801086	0.10047628505391223	ecoli_regulondb	0.09953544026313314	0.0017955303192138672	5
22	0.0069902057024896005	0.9581931425442598	1.340515034500873	2.093907106156899	0.01278960752172271	0.9747231513555877	1.1928145355151802	1.335649663768102	0.07507700360067901	0.9918334976177816	1.0744316144068178	0.9805627531995436	ecoli_regulondb#mcl2	mcl2	0.006490177737906726	0.007573713371195517	0.0741441170717168	ecoli_regulondb	0.07603366454975319	0.0022745132446289062	4
23	0.004753186990948467	0.5491825725490594	0.2891130249704305	0.3943689368066994	0.008859002722548468	0.6809983614522925	0.43816673359923203	0.5140080714957335	0.06504535980786938	0.896076177354427	0.9044718559334741	0.7378479331449279	ecoli_regulondb#minimal	minimal	0.003222560608866582	0.009053208405575204	0.06594852913508228	ecoli_regulondb	0.06416659419372231	0.0022745132446289062	4
